_id,title,text,query
"<dbpedia:Olney,_Illinois>","Olney, Illinois","Olney (/ˈɔːlni/ AWL-nee) is a city in Richland County, Illinois, United States. The population was 8,631 at the 2000 census. It is the county seat of Richland County.",what county is olney il in
"<dbpedia:Chester,_Illinois>","Chester, Illinois","Chester is a city located on the bluffs of the Mississippi River Valley in Randolph County, Illinois, United States. The population was 8,586 at the 2010 census. It is the county seat of Randolph County and is located 61 miles (98 km) south of St. Louis, Missouri.",what county is chester il in
"<dbpedia:Coyne_Center,_Illinois>","Coyne Center, Illinois","Coyne Center is a census-designated place (CDP) in Rock Island County, Illinois, United States. The population was 827 at the 2010 census.",what county is coyne center il
"<dbpedia:Port_Byron,_Illinois>","Port Byron, Illinois","Port Byron is a village in Rock Island County, Illinois, United States. The population was  1,676 at the 2010 census.","what county is port byron, illinois"
"<dbpedia:Rapids_City,_Illinois>","Rapids City, Illinois","Rapids City is a village in Rock Island County, Illinois, United States. The population was 959 at the 2010 census, up from 953 in 2000.","what county is rapids city, il in?"
"<dbpedia:Silvis,_Illinois>","Silvis, Illinois","Silvis is a city in Rock Island County, Illinois, United States.",what county is silvis il
<dbpedia:Stephen_Pearl_Andrews>,Stephen Pearl Andrews,"Stephen Pearl Andrews (March 22, 1812 – May 21, 1886) was an American individualist anarchist, linguist, political philosopher, outspoken abolitionist, and author of several books on the labor movement and Individualist anarchism.",who was stephen pearl andrews
"<dbpedia:Carrier_Mills,_Illinois>","Carrier Mills, Illinois","Carrier Mills, formerly Carriers Mills and Morrilsville, also known as Catskin,  is a village in Saline County, Illinois, United States. The population was 1,655 at the 2010 census. Carrier Mills was named after George Washington Carrier and his saw and grist mill, and was one of the early Cairo and Vincennes Railroad boomtowns. Carrier Mills has lost 44% of its population since the 1920 census high of 3,000.",what county is carrier mills il in
"<dbpedia:Berlin,_Illinois>","Berlin, Illinois","Berlin is a village in Sangamon County, Illinois, United States. The population was 140 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area. It is also colloquially called ""Old Berlin"", due to the larger village of New Berlin 1.4 miles south.",what county is berlin il
"<dbpedia:Raleigh,_Illinois>","Raleigh, Illinois","Raleigh is a village in Saline County, Illinois, United States. The population was 330 at the 2000 census.",what county is raleigh il in
"<dbpedia:Galatia,_Illinois>","Galatia, Illinois","Galatia is a village in Saline County, Illinois, in the United States. As of the 2010 census, the village population was 933.",what county is galatia il
"<dbpedia:Muddy,_Illinois>","Muddy, Illinois","Muddy is a small incorporated village located in the Harrisburg Township in Saline County, Illinois, United States. The population was 68 at the 2010 census. Muddy was built as a coal mining village to house miners working in O'gara #12 mine located on the north bank of the Saline River. Its sister city of Harrisburg is located on the south bank.Muddy, until 2002, held the smallest post office in the United States.",what county is muddy illinois in
"<dbpedia:Stonefort,_Illinois>","Stonefort, Illinois","Stonefort is a village in Saline and Williamson counties, Illinois, United States. The population was 297 at the 2010 census. Stonefort school system merged with Carrier Mills, and is platted on the face of a bluff or Stonefort Bluff.",what county is stonefort il in
"<dbpedia:Buffalo,_Illinois>","Buffalo, Illinois","Buffalo is a village in Sangamon County, Illinois, United States. The population was 503 at the 2010 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is buffalo illinois in
"<dbpedia:Rock_Island_Arsenal,_Illinois>","Rock Island Arsenal, Illinois","Rock Island Arsenal is a census-designated place (CDP) in Rock Island County, Illinois, United States. The population was 149 at the 2010 census. The island contains the Rock Island National Cemetery.",what county is the island of arsenal il in
"<dbpedia:Cantrall,_Illinois>","Cantrall, Illinois","Cantrall is a village in Sangamon County, Illinois, United States. The population was 139 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.","where is cantrall, il"
"<dbpedia:Auburn,_Illinois>","Auburn, Illinois","Auburn is a city in Sangamon County, Illinois, United States. The population was 4,317 at the 2000 census, and 4,445 in 2009. It is part of the Springfield, Illinois Metropolitan Statistical Area.","what county is auburn, il"
"<dbpedia:Clear_Lake,_Illinois>","Clear Lake, Illinois","Clear Lake is a village in Sangamon County, Illinois, United States. The population was 267 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is clear lake il
"<dbpedia:Divernon,_Illinois>","Divernon, Illinois","Divernon is a village in Sangamon County, Illinois, United States. The population was 1,201 at the 2000 census, and 1,131 at a 2009 estimate. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is divernon il in
"<dbpedia:Dawson,_Illinois>","Dawson, Illinois","Dawson is a village in Sangamon County, Illinois, United States. The population was 509 at the 2010 census. It is about 10 miles east of Springfield and is part of the Springfield Metropolitan Statistical Area.",what county is dawson illinois
"<dbpedia:Chatham,_Illinois>","Chatham, Illinois","Chatham is a village in Sangamon County, Illinois, United States. It is located 2.8 miles south of Springfield and has a retail trade area that extends into four other municipalities, including Springfield. The population was 11,500 as of the 2010 census and estimated to be 11,946 as of 2012.  The village lies along the original alignment of historic U.S. Route 66 (Illinois Route 4).Chatham is part of the Springfield, Illinois Metropolitan Statistical Area.",chatham illinois is in what county
"<dbpedia:Jerome,_Illinois>","Jerome, Illinois","Jerome is a village in Sangamon County, Illinois, United States. The population was 1,414 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is jerome il
"<dbpedia:Grandview,_Illinois>","Grandview, Illinois","Grandview is a village in Sangamon County, Illinois, United States. The population was 1,537 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is grandview il in
"<dbpedia:Leland_Grove,_Illinois>","Leland Grove, Illinois","Leland Grove is a city in Sangamon County, Illinois adjacent to Springfield. It is part of the Springfield Metropolitan Statistical Area. The population was 1,503 at the 2010 census.",what county is leland grove il in?
"<dbpedia:Illiopolis,_Illinois>","Illiopolis, Illinois","Illiopolis is a village in Sangamon County, Illinois, United States. The population was 891 at the 2010 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is illiopolis illinois
"<dbpedia:Allenville,_Illinois>","Allenville, Illinois","Allenville is a village in Moultrie County, Illinois, United States. The population was 154 at the 2000 census.",where is allenville il
"<dbpedia:Loami,_Illinois>","Loami, Illinois","Loami is a village in Sangamon County, Illinois, United States. The population was 804 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.  It is adjacent to the Nipper Wildlife Sanctuary, a parcel of tallgrass prairie replanted on the loam soil after which the village is named.","what county is loami, illinois in"
"<dbpedia:Mechanicsburg,_Illinois>","Mechanicsburg, Illinois","Mechanicsburg is a village in Sangamon County, Illinois, United States. The population was 456 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is mechanicsburg illinois in
"<dbpedia:Pleasant_Plains,_Illinois>","Pleasant Plains, Illinois","Pleasant Plains is a village in Sangamon County, Illinois, United States. The population was 777 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is pleasant plains il
"<dbpedia:New_Berlin,_Illinois>","New Berlin, Illinois","New Berlin is a village in Sangamon County, Illinois, United States. The population was 1,030 at the 2000 census, and 1,137 at a 2009 estimate. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is berlin il in
"<dbpedia:Riverton,_Illinois>","Riverton, Illinois","Riverton is a village in Sangamon County, Illinois, United States. The population was 3,455 at the 2010 census, up from 3,062 in 2000. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is riverton illinois in
"<dbpedia:Sherman,_Illinois>","Sherman, Illinois","Sherman is a village in Sangamon County, Illinois, United States. The population was 4,148 at the 2010 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.","what county is sherman, il"
"<dbpedia:Pawnee,_Illinois>","Pawnee, Illinois","Pawnee is a village in Sangamon County, Illinois, United States. The population was 2,647 at the 2000 census, and 2,550 at a 2009 estimate. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is pawnee il in
"<dbpedia:Eldorado,_Illinois>","Eldorado, Illinois","Eldorado (/ɛldəˈreɪdoʊ/ or /ɛldəˈreɪdə/) is a city in Saline County, Illinois, United States. The population was 4,122 at the 2010 census, with a 1925 peak of 8,000. Although the city's name is spelled as if it were Spanish, the name was originally ""Elder-Reado""—a combination of the last names of the town's two founders, Judge Samuel Elder and Joseph Read.","what county is eldorado, il in"
"<dbpedia:Browning,_Illinois>","Browning, Illinois","Browning is a village in Schuyler County, Illinois, United States. The population was 130 at the 2000 census.",what county is browning illinois in
"<dbpedia:Thayer,_Illinois>","Thayer, Illinois","Thayer is a village in Sangamon County, Illinois, United States. The population was 750 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",where is thayer il
"<dbpedia:Littleton,_Illinois>","Littleton, Illinois","Littleton is a village in Schuyler County, Illinois, United States. The population was 197 at the 2000 census.","what county is littleton, il in"
"<dbpedia:Exeter,_Illinois>","Exeter, Illinois","Exeter is a village in Scott County, Illinois, United States. The population was 70 at the 2000 census. It is part of the Jacksonville Micropolitan Statistical Area.",where is exeter il
"<dbpedia:Camden,_Illinois>","Camden, Illinois","Camden is a village in Schuyler County, Illinois, United States. The population was 97 at the 2000 census.",what county is camden il in
"<dbpedia:Southern_View,_Illinois>","Southern View, Illinois","Southern View is a village in Sangamon County, Illinois, United States. The population was 1,695 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is southern view il in
"<dbpedia:Alsey,_Illinois>","Alsey, Illinois","Alsey is a village in Scott County, Illinois, USA. The population was 246 at the 2000 census. It is part of the Jacksonville Micropolitan Statistical Area.",what county is alsey illinois
"<dbpedia:Spaulding,_Illinois>","Spaulding, Illinois","Spaulding is a village in Sangamon County, Illinois, United States. The population was 559 at the 2000 census. It is part of the Springfield, Illinois Metropolitan Statistical Area. Spaulding is in the Riverton School District #14.","what county is spaulding, il"
"<dbpedia:Manchester,_Illinois>","Manchester, Illinois","Manchester is a village in Scott County, Illinois, United States. As of the 2000 census, the village population was 354. It is part of the Jacksonville Micropolitan Statistical Area.",what county is manchester il
"<dbpedia:Williamsville,_Illinois>","Williamsville, Illinois","Williamsville is a village in Sangamon County, Illinois, United States. The population was 1,439 at the 2000 census, and 1,387 at a 2009 estimate. It is part of the Springfield, Illinois Metropolitan Statistical Area.",what county is williamsville il
"<dbpedia:Herrick,_Illinois>","Herrick, Illinois","Herrick is a village in Shelby County, Illinois, United States. The population was 524 at the 2000 census.",herrick illinois is what county
"<dbpedia:Glasgow,_Illinois>","Glasgow, Illinois","Glasgow is a village in Scott County, Illinois, United States. The population was 170 at the 2000 census. It is part of the Jacksonville Micropolitan Statistical Area.","what county is glasgow, il"
"<dbpedia:Bluffs,_Illinois>","Bluffs, Illinois","Bluffs is a village in Scott County, Illinois, United States. The population was 748 at the 2000 census.  It was briefly (1969–1971) the location of the WJJY TV Mast, the tallest structure (1,610 feet tall - 491 m) built to that date in Illinois.Bluffs is part of the Jacksonville Micropolitan Statistical Area.",where is bluffs illinois
"<dbpedia:Rushville,_Illinois>","Rushville, Illinois","Rushville is a city in Schuyler County, Illinois, United States. The population was 3,192 at the 2010 census and 3,212 in 2000. It is the county seat of Schuyler County.",what county is rushville illinois in
"<dbpedia:Cowden,_Illinois>","Cowden, Illinois","Cowden is a village in Shelby County, Illinois, United States. The population was 612 at the 2000 census.",where is cowden il
"<dbpedia:Findlay,_Illinois>","Findlay, Illinois","Findlay is a village in Shelby County, Illinois, United States. The population was 723 at the 2000 census.",what county is findlay il
"<dbpedia:Winchester,_Illinois>","Winchester, Illinois","Winchester is a city in and the county seat of Scott County, Illinois, United States. The population was 1,650 at the 2000 census. Winchester is part of the Jacksonville Micropolitan Statistical Area. Winchester is part of the Jacksonville Micropolitan Statistical Area.",what county is winchester illinois
"<dbpedia:Windsor,_Shelby_County,_Illinois>","Windsor, Shelby County, Illinois","Windsor is a city in Shelby County, Illinois, United States. The population was 1,125 at the 2000 census, and 1,029 at a 2009 estimate.",what county is windsor illinois in
"<dbpedia:Oconee,_Illinois>","Oconee, Illinois","Oconee is a village in Shelby County, Illinois, United States. The population was 202 at the 2000 census.",oconee illinois is in what county
"<dbpedia:Tower_Hill,_Illinois>","Tower Hill, Illinois","Tower Hill is a village in Shelby County, Illinois, United States. The population was 609 at the 2000 census.",where is tower hill illinois located
"<dbpedia:Strasburg,_Illinois>","Strasburg, Illinois","Strasburg is a village in Shelby County, Illinois, United States. The population was 603 at the 2000 census.","what county is strasburg, il in?"
"<dbpedia:Stewardson,_Illinois>","Stewardson, Illinois","Stewardson is a village in Shelby County, Illinois, United States. The population was 747 at the 2000 census.",what county is stewardson il in
"<dbpedia:Alorton,_Illinois>","Alorton, Illinois","Alorton (formerly Alcoa) is a village in St. Clair County, Illinois, United States. The estimated 2012 population was 1,964. The population was 2,002 in 2010, down from 2,749 in 2000.Alorton was home to Cahokia Downs, an American horse racing track located on Highway 15 which hosted both Standardbred harness racing and Thoroughbred flat racing events from 1954 until 1979.",population of alorton il
"<dbpedia:Naples,_Illinois>","Naples, Illinois",Naples is an incorporated town in Scott County in the U.S. state of Illinois. The population was 130 at the 2010 census. It is part of the Jacksonville Micropolitan Statistical Area.,where is naples il
"<dbpedia:Sigel,_Illinois>","Sigel, Illinois","Sigel is an incorporated town in Shelby County, Illinois, United States. The population was 386 at the 2000 census.",what county is sigel illinois in
"<dbpedia:Fayetteville,_Illinois>","Fayetteville, Illinois","Fayetteville is a village on the Kaskaskia River in St. Clair County, Illinois, United States. The population was 384 at the 2000 census.","what county is fayetteville, il in?"
"<dbpedia:Caseyville,_Illinois>","Caseyville, Illinois","Caseyville is a village in St. Clair County, Illinois, United States. The population was 4,245 at the 2010 census, a decline from 4,310 in 2000.",population of caseyville illinois
"<dbpedia:Shelbyville,_Illinois>","Shelbyville, Illinois","Shelbyville is a city in Shelby County, Illinois, along the Kaskaskia River.  As of the 2010 census, the population was at 4,700. It is the county seat of Shelby County. Shelby Memorial Hospital, located in town, is the county's only hospital.","where is shelbyville, il"
"<dbpedia:Brooklyn,_Illinois>","Brooklyn, Illinois","Brooklyn (popularly known as Lovejoy), is a village in St. Clair County, Illinois, United States. Located two miles north of East St. Louis, Illinois and three miles northeast of downtown St. Louis, Missouri, it is the oldest town incorporated by African Americans in the United States. It was founded by freed and fugitive slaves from St. Louis, led by ""Mother"" Priscilla Baltimore in the period of 1829 to 1839. Its motto is ""Founded by Chance, Sustained by Courage"".","where is brooklyn, il"
"<dbpedia:Lenzburg,_Illinois>","Lenzburg, Illinois","Lenzburg is a village in St. Clair County, Illinois, USA. The population was 577 at the 2000 census.","what county is lenzburg, il"
"<dbpedia:Fairview_Heights,_Illinois>","Fairview Heights, Illinois","Fairview Heights is a city in St. Clair County, Illinois, United States. The population was 17,078 at the 2010 census. Fairview Heights is a dominant shopping center for Southwestern Illinois and includes numerous shopping plazas and the St. Clair Square mall.",what county is fairview heights il
"<dbpedia:Centreville,_Illinois>","Centreville, Illinois","Centreville is a city in St. Clair County, Illinois, United States of America. The population was 5,309 in 2010, down from 5,951 at the 2000 census.","what county is centreville, il"
"<dbpedia:Freeburg,_Illinois>","Freeburg, Illinois","Freeburg is a village in St. Clair County, Illinois,  United States. As of 2010, Freeburg had a population of 4,354.","what county is freeburg, illinois in"
"<dbpedia:Cahokia,_Illinois>","Cahokia, Illinois","Cahokia is a village in St. Clair County, Illinois, United States. It is part of Greater St. Louis, the metropolitan area around St. Louis. As of the 2010 census, the village had a population of 15,241, a decline from 16,391 in 2000. The name is a reference to one of the clans of the historic Illini confederacy, who were encountered by early French explorers to the region.Early European settlers also named Cahokia Mounds after the Illini.",what county is cahokia il
"<dbpedia:Shiloh,_Illinois>","Shiloh, Illinois","Shiloh is a village in St. Clair County, Illinois, United States. A 2005 census recorded a population of 11,000.",what county is sholoh il in
"<dbpedia:Mark,_Illinois>","Mark, Illinois","Mark is a village in Putnam County, Illinois, United States. The population was 555 at the 2010 census, up from 491 at the 2000 census. It is part of the Ottawa-Streator Micropolitan Statistical Area.","what county is mark, il in"
"<dbpedia:Marissa,_Illinois>","Marissa, Illinois","Marissa is a village in St. Clair County, Illinois, United States. The population was 2,141 at the 2000 census.",what county is marissa il in
"<dbpedia:Mascoutah,_Illinois>","Mascoutah, Illinois","Mascoutah is a small city in St. Clair County, Illinois, United States. The population was 7,483 at the 2010 census.",mascoutah illinois population
"<dbpedia:East_Carondelet,_Illinois>","East Carondelet, Illinois","East Carondelet is a village in St. Clair County, Illinois, United States. The population was 267 at the 2000 census and 499 as of the 2010 census.",where is east carondelet illinois
"<dbpedia:New_Athens,_Illinois>","New Athens, Illinois","See also Athens, Illinois and Athens (disambiguation) for more places called ""Athens"".New Athens is a village in St. Clair County, Illinois, United States. Based upon common usage, the 'A' is always sounded with a long vowel, rather than a short vowel, by its residents, unlike the most commonly used English pronunciation of the city in Greece.The population was 2,054 at the 2010 census. New Athens sits on the Kaskaskia River and was originally called Athens.",where is new athens located
"<dbpedia:Dupo,_Illinois>","Dupo, Illinois","Dupo is a village in St. Clair County, Illinois, United States. The population was 4,138 at the 2010 census, an increase from 3,933 in 2000. The village was settled in about 1750 and was incorporated in 1876. Its name is derived from Common Fields of Prairie du Pont (French: Bridge Prairie).",what county is dupo il
"<dbpedia:Summerfield,_Illinois>","Summerfield, Illinois","Summerfield is a village in St. Clair County, Illinois, United States. The population was 472 at the 2000 census.",what county is summerfield illinois in
"<dbpedia:McNabb,_Illinois>","McNabb, Illinois","McNabb is a village in Putnam County, Illinois, United States. The population was 285 at the 2010 census, down from 310 at the 2000 census It is part of the Ottawa–Streator Micropolitan Statistical Area.","what county is mcnabb, il"
"<dbpedia:Granville,_Illinois>","Granville, Illinois","Granville is a village in Putnam County, Illinois, United States. The population was 1,427 at the 2010 census, up from 1,414 at the 2000 census, making it the largest community in Putnam County. It is part of the Ottawa–Streator Micropolitan Statistical Area.",where is granville
"<dbpedia:Belleville,_Illinois>","Belleville, Illinois","Belleville (French: Belle ville, meaning ""Beautiful city"") is a city in St. Clair County, Illinois, United States, co-extensive with Belleville Township. As estimated by the US Census Bureau in 2012, shown on the city's economic development page, the city has a population of 43,765. It is the eighth-most populated city outside of the Chicago Metropolitan Area and the most populated city south of Springfield in the state of Illinois. It is the county seat of St.",what county is belleville il
"<dbpedia:Lebanon,_Illinois>","Lebanon, Illinois","Lebanon is a city in St. Clair County, Illinois, United States. The population was 5,523 at the 2010 census. Like many other places in ""Little Egypt"" or Southern Illinois, Lebanon was named after the Middle Eastern country of the same name. It is a part of the Metro-East region of the Greater St. Louis metropolitan area.Lebanon is home to McKendree University, the oldest college in Illinois.",lebanon is in what county
"<dbpedia:Smithton,_Illinois>","Smithton, Illinois","Smithton is a village in St. Clair County, Illinois, United States. The population was 2,248 in the 2000 United States Census.",what county is smithton illinois in
"<dbpedia:Standard,_Illinois>","Standard, Illinois","Standard is a village in Putnam County, Illinois, United States. The population was 220 at the 2010 census, down from 256 at the 2000 census. It is part of the Ottawa–Streator Micropolitan Statistical Area.",what county is standard illinois in?
"<dbpedia:Hennepin,_Illinois>","Hennepin, Illinois","Hennepin is a village on the Illinois River in Putnam County, Illinois, United States. The population was 757 at the 2010 census, up from 707 at the 2000 census. It is the county seat of Putnam County.Hennepin is part of the Ottawa–Streator Micropolitan Statistical Area.",what county is hennepin il in
"<dbpedia:Magnolia,_Illinois>","Magnolia, Illinois","Magnolia is a village in Putnam County, Illinois, United States. The population was 260 at the 2010 census. It is part of the Ottawa-Streator Micropolitan Statistical Area.","what county is magnolia, il"
"<dbpedia:Millstadt,_Illinois>","Millstadt, Illinois","Millstadt is a village in St. Clair County, Illinois, United States, and a suburb of St. Louis, located at the crossing of Illinois Routes 163 (locally, ""Jefferson Avenue"") and 158 (locally, ""Washington Avenue""). The village is known for its German heritage, with more than half its people of German descent. The population was 2,794 at the 2000 census, but a more recent study in July 2006 estimated the number at 3,247.",what county is millstadt illinois in
"<dbpedia:La_Fayette,_Illinois>","La Fayette, Illinois","La Fayette (pronounced Lay-fee-yet locally, but named after Gilbert du Motier, Marquis de Lafayette pronounced l AH f ai EH t) is a village in Stark County, Illinois, United States. The population was 223 at the 2010 census, down from 227 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.","what county is lafayette, il in"
"<dbpedia:Sauget,_Illinois>","Sauget, Illinois","Sauget (/sɔːˈʒeɪ/ saw-ZHAY) is a village in St. Clair County, Illinois,  United States. It is part of Greater St. Louis. The population was 159 at the 2010 census, down from 249 in 2000.",what county is sauget il
"<dbpedia:O'Fallon,_Illinois>","O'Fallon, Illinois","O'Fallon is a city in St. Clair County, Illinois, United States, and one of the fastest-growing communities in the Metropolitan St. Louis area.  The 2010 census listed the city's population at 28,281. The city is the third largest city in the Metro-East region and Southern Illinois.","what county is o'fallon, il"
"<dbpedia:Washington_Park,_Illinois>","Washington Park, Illinois","Washington Park is a village in St. Clair County, Illinois, United States. The population was 4,196 as of the 2010 census, down from 5,345 in 2000.","what county is washington park, il in"
"<dbpedia:East_St._Louis,_Illinois>","East St. Louis, Illinois","East St. Louis is a city in St. Clair County, Illinois, United States, directly across the Mississippi River from St. Louis, Missouri, in the Metro-East region of Southern Illinois. As of the 2010 census, the city had a total population of 27,006, less than one-third of its peak of 82,366 in 1950.",where is st louis illinois
"<dbpedia:Bradford,_Illinois>","Bradford, Illinois","Bradford is a village in Stark County, Illinois, United States. The population was 768 at the 2010 census. Bradford is part of the Peoria, Illinois Metropolitan Statistical Area.",what county is bradford il
"<dbpedia:Wyoming,_Illinois>","Wyoming, Illinois","Wyoming is a city in Stark County, Illinois, United States. The population was 1,429 at the 2010 census, up from 1,424 at the 2000 census. It is the headquarters of the Rock Island Trail State Park. Wyoming is part of the Peoria, Illinois Metropolitan Statistical Area. The former CB&Q Railroad depot in town is the Rock Island Trail State Park's headquarters.",what county is wyoming illinois in
"<dbpedia:Swansea,_Illinois>","Swansea, Illinois","Swansea is a village in St. Clair County, Illinois. The population was 13,430 at the 2010 census, an increase from 10,579 in 2000.","what county is swansea, il in"
"<dbpedia:Cedarville,_Illinois>","Cedarville, Illinois","Cedarville is a village in Stephenson County, Illinois, United States. The population was 741 at the 2010 census, up from 719 in 2000. It is the birthplace of social activist Jane Addams, the 1931 Nobel Peace Prize winner.","what county is cedarville, il in?"
"<dbpedia:Lena,_Illinois>","Lena, Illinois","Lena is a village in Stephenson County, Illinois. The population was 2,912 at the 2010 census.",what county is lena illinois
"<dbpedia:Marquette_Heights,_Illinois>","Marquette Heights, Illinois","Marquette Heights is a city in Tazewell County, Illinois, United States of America. The population was 2,794 at the 2000 census. Marquette Heights is a suburb of Peoria and is part of the Peoria, Illinois Metropolitan Statistical Area.",what county is marquette heights il in
"<dbpedia:German_Valley,_Illinois>","German Valley, Illinois","German Valley is a village in Stephenson County, Illinois, United States. German Valley is located four miles south of U.S. Route 20 between Freeport and Rockford. German Valley had a population of 463 at the 2010 census, down from 481 in 2000.",what county is german valley il
"<dbpedia:Armington,_Illinois>","Armington, Illinois","Armington is a village in Tazewell County, Illinois, United States. The population was 368 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.","what county is armington, illinois"
"<dbpedia:Davis,_Illinois>","Davis, Illinois","Davis is a village in Stephenson County, Illinois, United States. The population was 677 at the 2010 census, up from 662 in 2000.",where is davis illinois located
"<dbpedia:Dakota,_Illinois>","Dakota, Illinois","Dakota is an incorporated town in Stephenson County, Illinois. The population was 506 at the 2010 census, up from 499 in 2000.",what county is the town of dakota il in
"<dbpedia:Lake_Summerset,_Illinois>","Lake Summerset, Illinois","Lake Summerset is a census-designated place (CDP) in Stephenson and Winnebago counties in Illinois. The population was 2,048 at the 2010 census.",what county is summerset il in
"<dbpedia:Winslow,_Illinois>","Winslow, Illinois","Winslow is a village in Stephenson County, Illinois. The population was 338 at the 2010 census, down from 345 in 2000.",what county is winslow il
"<dbpedia:Toulon,_Illinois>","Toulon, Illinois","Toulon is a city in Stark County, Illinois, United States. The population was 1,292 at the 2010 census. It is the county seat of Stark County. Toulon is part of the Peoria, Illinois Metropolitan Statistical Area, and is the northwestern terminus of the Rock Island Trail State Park.",what county is toulon il in
"<dbpedia:Ridott,_Illinois>","Ridott, Illinois","Ridott is a village in Stephenson County, Illinois. As of the 2010 census the village population was 164, up from 158 in 2000.",what county is riddenott il
"<dbpedia:Deer_Creek,_Illinois>","Deer Creek, Illinois","Deer Creek is a village in Tazewell and Woodford counties in the U.S. state of Illinois. The population was 704 at the 2010 census. Deer Creek is part of the Peoria, Illinois Metropolitan Statistical Area.","what county is deer creek, il in"
"<dbpedia:Rock_City,_Illinois>","Rock City, Illinois","Rock City is a village in Stephenson County, Illinois. The population was 315 at the 2010 census, up from 313 in 2000.",what county is rock city il in
"<dbpedia:Pearl_City,_Illinois>","Pearl City, Illinois","Pearl City is an incorporated village in Stephenson County, Illinois, with a population of 838 at the 2010 census, up from 780 in 2000.","where is pearl city, illinois located"
"<dbpedia:St._Libory,_Illinois>","St. Libory, Illinois","Robby Vall, All state football player for Freeburg Community High school, graduated St. Libory grade schoolSt. Libory is a village in St. Clair County, Illinois, United States. The population was 583 at the 2000 census.","what county is st. libory, il"
"<dbpedia:Goodfield,_Illinois>","Goodfield, Illinois","Goodfield is a village in Tazewell and Woodford counties in the U.S. state of Illinois. The population was 860 at the 2010 census, up significantly from 686 at the 2000 census. Goodfield is part of the Peoria, Illinois Metropolitan Statistical Area.CNH (company) has a plant located in Goodfield, which manufactures branded (Case IH, New Holland, and DMI) crop production, fertilizer, and tillage equipment.Goodfield is the typical midwest village, yet there are a few things that make it unique.",what county is goodfield illinois in
"<dbpedia:Creve_Coeur,_Illinois>","Creve Coeur, Illinois","Creve Coeur is a village in Groveland Township, Tazewell County, Illinois, United States. As of the 2000 census, the village population was 5,448. Creve Coeur is a suburb of Peoria and is part of the Peoria, Illinois Metropolitan Statistical Area.",what county is creve coure illinois
"<dbpedia:Delavan,_Illinois>","Delavan, Illinois","Delavan is a city in Tazewell County, Illinois, United States. The population was 1,825 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.",what county is delavan il in
"<dbpedia:East_Peoria,_Illinois>","East Peoria, Illinois","East Peoria is a city in Tazewell County, Illinois, United States. The population was 23,402 at the 2010 census. East Peoria is part of the Peoria, Illinois Metropolitan Statistical Area, located across the Illinois River from downtown Peoria. It is home to many Caterpillar Inc. facilities.The city is also the site of the home campus of Illinois Central College, a regional community college and the Par-A-Dice Hotel and Casino.",what county is east peoria illinois located in
"<dbpedia:Orangeville,_Illinois>","Orangeville, Illinois","Orangeville is a village in Stephenson County, Illinois. The population was 793 at the 2010 census, up from 751 in 2000. The area's earliest white settlers arrived in the year 1833, and the village was platted in 1851 by John Bower, who is considered the village founder. In 1867 Orangeville was incorporated as a village. The town's central business district contains several 19th century commercial buildings, many of which were built during the railroad boom of 1888–1914.",what county is orangeville il in?
"<dbpedia:Green_Valley,_Illinois>","Green Valley, Illinois","Green Valley is a village in Tazewell County, Illinois, United States. It is south of Pekin, Illinois near the county border along Illinois State Route 29. The population was 728 at the 2000 census. There is an assisted living facility, Mardell Manor, in the village.",where is green valley il
"<dbpedia:Hopedale,_Illinois>","Hopedale, Illinois","Hopedale is a village in Tazewell County, Illinois, United States. The population was 929 at the 2000 census. It is part of the Peoria, Illinois Metropolitan Statistical Area.","what county is hopedale, il in?"
"<dbpedia:Freeport,_Illinois>","Freeport, Illinois","Freeport is the county seat and largest city of Stephenson County, Illinois. The population was 25,638 at the 2010 census, and the mayor of Freeport is James Gitz, elected in 2013. Freeport is known for hosting the second Lincoln-Douglas debate of 1858, and as ""Pretzel City, USA"", named after the heritage of its Germanic settlers in the 1850s and the Billerbeck Bakery pretzel company that started as a result of their arrival.",what county is freeport il in
